epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,5.9,23.0,7.8
2,25.7,21.8,12.5
3,21.6,23.4,7.2
4,19.0,24.6,4.3
5,19.6,25.9,4.3
6,17.8,26.6,2.2
7,20.0,33.5,4.3
8,19.9,44.4,3.9
9,19.5,62.8,2.3
10,19.1,83.0,0.9
11,20.0,93.3,0.5
12,22.2,97.0,0.7
13,23.0,98.5,0.5
14,23.4,99.3,0.3
