epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.7,16.2,34.6
2,30.7,16.2,34.6
3,83.3,5.7,77.8
4,89.3,6.0,85.2
5,89.7,10.7,80.5
6,89.8,17.4,71.9
7,90.1,23.8,63.4
8,89.7,30.7,55.4
9,89.2,41.7,43.1
10,88.3,57.4,26.1
11,87.6,73.5,12.4
12,87.3,84.5,6.5
13,87.3,89.5,4.6
14,87.9,95.0,2.6
15,88.1,96.9,1.8
16,88.3,98.0,1.2
17,88.3,98.9,0.6
18,88.3,99.2,0.4
