epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.7,16.0,35.3
2,30.7,16.0,35.3
3,30.7,16.0,35.4
4,30.7,16.0,35.3
5,31.8,15.9,35.2
6,49.3,15.4,39.3
7,85.9,5.8,83.1
8,85.5,8.9,81.6
9,86.3,14.8,74.0
10,85.5,21.9,65.0
11,84.5,31.4,52.5
12,79.7,47.5,30.9
13,78.9,58.0,21.9
14,77.4,73.1,12.7
15,73.5,85.4,4.6
16,75.9,91.0,3.1
17,75.2,95.5,1.5
18,76.8,94.9,2.6
19,76.1,97.1,1.0
20,75.6,97.5,0.9
21,76.3,97.8,1.0
22,74.5,98.3,0.6
23,76.6,98.8,0.5
