epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.7,15.9,36.2
2,30.7,15.9,36.2
3,80.4,6.3,74.9
4,89.6,5.2,86.1
5,89.7,8.5,82.4
6,88.9,14.9,73.9
7,88.6,20.5,66.3
8,87.5,30.4,53.0
9,86.4,45.5,37.1
10,83.8,63.1,19.5
11,83.2,74.4,11.5
12,83.1,86.6,5.3
13,82.2,92.9,2.2
14,81.6,96.0,1.5
15,84.2,96.7,1.8
16,83.0,98.5,0.6
17,83.9,98.6,0.7
18,84.0,99.0,0.4
