epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.6,15.5,36.2
2,30.6,15.5,36.2
3,38.0,14.9,35.3
4,47.5,15.6,37.0
5,81.3,6.8,76.8
6,84.9,8.0,79.5
7,82.3,12.3,73.9
8,83.3,18.8,64.9
9,76.8,28.6,46.2
10,71.8,40.6,27.6
11,63.3,55.9,12.2
12,59.2,70.0,6.2
13,57.8,82.4,4.0
14,57.1,91.3,2.1
15,58.3,94.8,1.6
16,55.2,95.8,1.0
17,56.5,96.2,1.0
18,59.7,98.2,0.6
19,58.3,98.7,0.3
20,60.1,98.7,0.5
