epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,29.1,16.3,34.8
2,28.9,20.8,15.8
3,34.4,19.5,22.3
4,53.2,14.4,43.7
5,60.5,13.8,50.5
6,73.4,11.0,62.9
7,59.6,14.8,58.8
8,68.7,22.6,48.7
9,60.3,37.1,32.4
10,49.0,57.1,12.6
11,41.9,72.5,4.9
12,38.5,84.2,2.0
13,36.5,92.5,1.0
14,35.8,96.7,0.5
15,35.5,98.5,0.2
