epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,24.5,23.3,9.6
2,28.0,21.0,14.8
3,19.8,24.7,4.6
4,20.1,26.9,4.9
5,19.7,32.0,4.4
6,21.9,41.3,6.6
7,21.0,59.0,5.0
8,20.9,72.3,3.8
9,20.3,86.9,1.9
10,20.6,95.9,0.7
11,20.2,99.0,0.1
12,20.4,99.8,0.0
13,20.4,99.9,0.0
14,20.5,99.9,0.0
