epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.4,,
2,30.5,,
3,81.6,,
4,92.9,,
5,94.0,,
6,94.4,,
7,94.7,,
8,94.7,,
9,94.8,,
10,94.7,,
11,94.9,,
12,94.9,,
13,95.0,,
14,95.0,,
15,94.9,,
16,95.0,,
17,95.0,,
18,95.1,,
19,95.1,,
20,95.2,,
21,95.3,,
22,95.2,,
23,95.2,,
24,95.2,,
25,95.3,,
26,95.3,,
27,94.7,,
28,95.3,,
29,95.3,,
