epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.4,16.2,35.6
2,45.3,16.2,35.9
3,74.2,8.5,69.1
4,80.8,9.3,72.4
5,81.6,14.4,69.7
6,77.5,24.0,56.4
7,67.0,39.5,32.5
8,60.9,57.6,16.2
9,50.3,77.8,4.9
10,44.3,92.0,1.1
11,45.1,97.7,0.5
12,43.5,99.5,0.1
13,43.8,99.8,0.1
14,43.5,99.9,0.0
15,43.9,100.0,0.0
