epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.7,,
2,90.6,,
3,91.9,,
4,92.1,,
5,92.1,,
6,91.7,,
7,92.3,,
8,92.4,,
9,92.5,,
10,91.4,,
11,92.8,,
12,92.8,,
13,92.9,,
