epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,33.5,20.5,21.6
2,27.8,21.6,14.6
3,46.5,17.0,35.7
4,42.6,18.5,33.0
5,56.0,18.1,45.5
6,55.2,24.4,40.6
7,43.4,41.0,20.9
8,47.9,59.6,14.7
9,45.2,80.5,5.0
10,42.9,92.0,1.8
11,40.2,97.6,0.5
12,39.3,99.3,0.1
13,40.1,99.7,0.1
14,39.9,99.9,0.1
15,39.9,99.9,0.0
