epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,5.9,23.1,7.5
2,19.9,24.2,4.6
3,29.8,21.1,16.0
4,19.5,24.8,4.2
5,18.2,25.6,2.7
6,18.6,28.0,3.0
7,18.8,35.8,3.0
8,18.8,52.4,2.5
9,19.1,70.6,1.8
10,19.1,86.1,0.9
11,19.1,94.3,0.4
12,20.3,97.7,0.4
13,21.1,99.1,0.3
14,20.9,99.6,0.1
15,20.8,99.9,0.1
