epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,28.2,22.0,12.2
2,21.2,23.5,8.6
3,22.2,22.8,11.1
4,24.3,23.6,10.3
5,19.7,24.8,4.4
6,20.3,31.1,5.3
7,20.3,40.0,4.8
8,21.1,45.1,5.6
9,21.0,57.0,4.2
10,19.6,67.1,2.9
11,20.7,76.1,2.6
12,20.3,81.6,2.0
13,21.5,87.6,1.5
14,21.3,94.1,0.6
15,22.0,97.0,0.3
16,22.1,98.8,0.1
17,21.9,99.6,0.0
18,21.6,99.9,0.0
19,21.6,99.9,0.0
