epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.7,16.2,36.6
2,30.6,16.1,36.6
3,32.1,16.0,36.4
4,55.0,13.5,47.2
5,84.8,6.6,80.4
6,87.4,9.0,80.4
7,83.4,14.9,71.7
8,84.4,23.2,60.0
9,81.2,35.6,42.3
10,76.7,49.2,24.4
11,71.9,67.0,11.6
12,69.0,80.6,5.4
13,68.8,89.2,3.1
14,68.3,93.9,2.0
15,70.5,96.0,1.6
16,67.4,97.7,0.8
17,68.6,97.2,0.9
18,66.2,98.7,0.3
19,69.4,98.7,0.4
