epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.4,15.9,36.1
2,49.3,15.2,39.6
3,79.4,8.4,71.4
4,82.8,9.8,73.7
5,77.6,16.5,66.2
6,78.8,25.8,54.6
7,68.7,43.2,29.0
8,52.0,64.9,6.1
9,49.2,80.8,2.5
10,44.6,91.8,1.1
11,44.1,96.9,0.5
12,42.8,98.9,0.2
13,43.0,99.6,0.1
14,41.7,99.9,0.0
15,41.7,99.9,0.0
