epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.7,15.7,35.7
2,30.7,15.7,35.7
3,30.7,15.7,35.7
4,81.4,6.5,75.7
5,88.7,6.7,84.4
6,88.2,12.4,78.1
7,88.0,18.5,69.6
8,88.1,27.0,59.0
9,87.6,39.0,43.8
10,87.3,49.2,34.9
11,85.8,67.0,16.1
12,86.3,78.6,10.6
13,86.3,87.5,4.5
14,86.7,92.0,3.6
15,86.8,92.2,4.0
16,87.0,96.0,2.1
17,86.8,97.1,1.5
18,86.6,97.3,1.5
19,87.4,97.7,1.2
20,87.1,98.8,0.6
