epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,29.7,16.1,35.3
2,34.4,19.3,22.4
3,46.6,15.9,36.2
4,55.9,15.0,44.9
5,58.9,17.7,44.8
6,59.8,22.9,42.1
7,55.3,32.5,31.0
8,47.7,49.0,17.7
9,41.5,66.4,9.8
10,37.0,80.1,5.0
11,34.1,90.9,1.7
12,33.0,95.9,0.7
13,33.7,97.7,0.4
14,32.3,99.0,0.2
15,31.7,99.5,0.1
