epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,39.4,13.5,30.4
2,42.1,14.4,32.6
3,87.9,4.1,84.5
4,90.2,3.9,87.0
5,87.4,4.8,85.4
6,88.7,6.2,83.6
7,88.1,8.8,80.5
8,87.4,11.7,76.4
9,83.7,16.4,66.7
10,77.4,23.9,51.1
11,69.5,32.4,33.6
12,61.5,40.7,17.9
13,54.6,48.7,8.1
14,51.1,56.4,4.1
15,47.8,64.5,2.3
16,44.8,72.8,1.6
17,43.0,80.0,1.2
18,40.7,86.5,0.8
19,38.8,91.3,0.4
20,38.1,94.7,0.2
21,36.7,96.7,0.1
22,36.8,97.9,0.1
