epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,27.3,22.5,12.1
2,19.8,25.0,4.4
3,27.2,25.9,9.6
4,21.3,29.6,5.7
5,23.9,35.0,8.0
6,22.9,46.5,6.6
7,21.7,59.1,5.1
8,20.9,71.1,3.4
9,22.2,84.3,1.9
10,21.1,92.4,0.8
11,21.3,96.1,0.5
12,21.7,99.3,0.1
13,21.7,99.8,0.0
14,21.6,99.9,0.0
