epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,41.7,14.9,34.4
2,42.1,14.3,33.1
3,91.7,3.1,90.0
4,93.3,4.0,90.8
5,93.8,6.2,88.6
6,93.8,9.2,85.4
7,94.2,12.7,81.3
8,93.8,16.8,76.3
9,94.0,21.4,70.9
10,93.5,30.7,61.7
11,93.0,49.7,42.2
12,92.2,71.9,20.2
13,92.0,83.9,11.0
14,91.8,93.2,3.9
15,92.2,95.9,2.6
16,92.3,97.8,1.4
17,92.2,98.9,0.7
18,92.5,99.5,0.2
19,92.4,99.7,0.1
