epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.6,15.6,36.2
2,30.6,15.5,36.3
3,46.6,15.5,36.4
4,82.7,5.9,80.6
5,87.5,7.7,80.8
6,85.8,12.1,75.1
7,83.5,19.8,64.6
8,76.1,33.0,41.9
9,66.3,50.4,18.8
10,62.7,69.0,7.8
11,59.4,82.8,3.9
12,56.9,91.7,1.8
13,57.1,96.3,0.9
14,57.0,97.5,0.6
15,58.3,98.7,0.4
16,61.1,98.5,0.6
17,59.3,99.3,0.2
