epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,39.8,13.7,30.8
2,42.5,14.4,33.0
3,88.3,4.1,84.5
4,91.0,3.6,88.7
5,91.9,4.4,88.5
6,91.3,6.2,85.9
7,91.0,9.0,82.4
8,90.0,12.0,77.4
9,86.9,17.1,68.2
10,81.5,24.4,53.8
11,76.9,33.2,39.1
12,69.7,43.3,21.6
13,66.1,51.8,13.2
14,61.0,61.7,6.7
15,58.2,70.4,4.1
16,55.8,78.7,2.7
17,52.0,85.9,1.3
18,51.7,91.1,0.9
19,50.4,95.0,0.4
20,49.4,97.4,0.2
21,49.0,98.7,0.1
22,48.6,99.3,0.1
