epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.5,15.9,35.9
2,30.6,15.8,36.1
3,30.6,15.8,36.0
4,34.6,15.4,35.4
5,41.3,14.4,33.6
6,43.0,17.2,31.9
7,76.4,8.5,70.7
8,81.4,8.5,77.4
9,82.3,14.4,71.2
10,80.8,22.4,60.8
11,75.9,35.4,41.4
12,69.6,50.7,22.6
13,64.4,64.7,11.0
14,58.9,77.6,5.5
15,57.0,88.1,2.7
16,57.7,93.9,1.8
17,55.1,95.5,1.1
18,60.7,96.9,1.1
19,60.0,97.5,0.8
20,60.7,97.6,0.8
21,60.7,97.7,0.8
