epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,11.5,21.5,13.1
2,46.5,15.9,35.7
3,34.4,19.3,22.3
4,34.5,19.7,21.8
5,33.5,20.8,20.5
6,32.8,21.2,19.8
7,41.4,20.4,30.1
8,31.7,26.5,18.1
9,36.5,32.4,23.0
10,29.6,48.4,11.8
11,31.0,57.4,10.5
12,34.2,71.6,8.0
13,35.5,81.1,6.3
14,35.4,90.1,2.7
15,35.8,93.3,1.9
