epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.5,15.8,36.0
2,66.0,10.6,58.6
3,82.1,6.7,76.3
4,85.9,7.8,79.3
5,81.7,11.2,74.1
6,82.3,17.6,64.1
7,77.3,27.3,47.6
8,64.5,46.3,17.7
9,53.9,63.1,5.6
10,50.0,79.8,2.0
11,47.7,90.4,1.0
12,44.5,96.7,0.4
13,43.7,99.0,0.1
14,43.8,99.7,0.0
