epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.7,,
2,30.7,,
3,30.7,,
4,30.7,,
5,30.7,,
6,81.3,,
7,87.6,,
8,87.9,,
9,87.9,,
10,88.2,,
11,87.9,,
12,87.7,,
13,88.5,,
14,88.5,,
15,88.3,,
16,87.7,,
17,87.3,,
18,87.9,,
19,87.8,,
20,88.3,,
21,88.5,,
22,88.1,,
23,87.7,,
24,88.7,,
25,88.1,,
26,87.6,,
27,88.5,,
28,88.0,,
