epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.7,16.1,36.2
2,87.3,4.9,82.9
3,89.2,5.7,84.9
4,88.7,9.3,81.0
5,88.3,14.5,74.0
6,85.6,22.6,59.9
7,80.6,37.4,37.5
8,72.1,58.2,12.0
9,65.5,76.4,3.3
10,64.9,88.6,1.4
11,63.9,95.8,0.6
12,63.9,98.7,0.2
13,62.3,99.6,0.1
