epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,11.5,19.6,13.8
2,28.0,21.4,14.7
3,46.6,16.1,36.0
4,19.9,23.9,4.7
5,28.8,21.3,16.1
6,34.4,19.7,22.2
7,30.8,22.3,17.4
8,30.2,24.7,16.4
9,28.6,28.2,14.4
10,25.4,33.2,10.0
11,33.4,37.8,16.7
12,32.5,48.5,12.0
13,36.0,54.3,12.2
14,37.0,61.5,9.9
15,38.3,68.6,7.9
16,36.8,77.3,4.7
17,37.7,84.0,3.1
18,39.9,89.0,2.7
19,38.5,93.3,1.6
20,37.9,96.4,0.8
21,38.1,98.0,0.5
22,38.1,98.8,0.3
23,38.3,99.3,0.2
24,38.3,99.5,0.1
