epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.4,16.0,36.4
2,30.4,16.0,36.4
3,87.3,3.9,84.4
4,93.3,2.4,92.6
5,94.1,3.3,92.2
6,94.2,5.4,90.0
7,93.9,8.1,87.1
8,93.8,11.4,82.8
9,93.4,15.1,78.7
10,93.1,19.8,74.0
11,92.6,27.7,66.7
12,91.7,40.1,54.8
13,90.8,54.8,39.9
14,90.3,70.8,24.7
15,90.0,83.7,13.1
16,89.7,89.6,8.2
17,89.5,94.0,4.3
18,89.3,97.2,1.6
19,89.9,98.0,1.4
20,89.9,98.7,0.8
21,90.4,99.1,0.5
22,89.9,99.5,0.2
