epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,38.5,13.0,28.8
2,38.1,14.1,27.1
3,77.4,7.3,71.7
4,83.4,5.6,80.1
5,82.1,7.0,77.6
6,82.1,9.1,75.7
7,77.9,15.1,65.5
8,70.6,23.4,50.2
9,60.4,36.2,28.3
10,46.3,49.0,9.6
11,42.2,58.4,4.5
12,39.6,67.5,3.1
13,38.0,75.8,2.4
14,33.9,83.8,1.4
15,33.8,89.7,1.2
16,31.3,93.9,0.7
17,30.7,96.4,0.5
18,30.0,99.5,0.3
19,30.0,99.9,0.1
