epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,40.5,13.8,31.3
2,41.1,13.9,31.6
3,89.4,3.8,86.8
4,89.9,4.1,87.5
5,90.4,5.2,86.2
6,87.5,7.2,84.3
7,89.0,10.3,79.6
8,87.4,14.5,71.9
9,83.9,20.5,59.6
10,74.6,31.3,36.4
11,69.0,41.7,19.5
12,62.0,51.9,7.7
13,59.1,62.0,4.3
14,58.2,71.6,3.2
15,54.6,81.3,1.7
16,53.6,88.2,1.2
17,53.6,93.3,0.9
18,50.3,99.0,0.5
19,49.8,99.8,0.3
