epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,34.8,19.3,22.7
2,45.5,16.0,35.8
3,23.7,25.0,7.6
4,48.7,21.9,36.7
5,45.5,29.7,27.5
6,44.1,37.5,22.2
7,39.0,51.0,15.3
8,35.7,62.8,9.7
9,33.0,73.8,5.9
10,34.4,78.4,5.3
11,33.3,86.3,3.5
12,32.0,93.1,1.8
13,30.8,98.1,0.5
14,31.0,99.2,0.2
