epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,41.4,14.4,32.5
2,41.6,14.0,31.9
3,90.9,3.3,89.2
4,91.9,3.8,90.3
5,92.8,5.6,88.5
6,92.5,8.1,85.6
7,92.6,10.7,81.8
8,92.0,13.7,76.8
9,91.1,18.1,69.7
10,88.8,25.0,58.2
11,85.2,38.5,37.5
12,82.1,52.5,19.2
13,78.9,66.1,8.5
14,76.9,78.7,3.7
15,76.0,87.1,2.2
16,76.4,92.9,1.2
17,76.8,96.0,0.8
18,76.8,98.0,0.4
19,76.6,99.0,0.2
20,76.5,99.5,0.1
21,76.4,99.8,0.1
