epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,13.7,21.1,16.3
2,27.9,21.4,14.8
3,19.9,24.4,4.6
4,30.7,21.1,17.4
5,34.7,19.1,21.8
6,26.8,24.1,13.7
7,36.3,21.1,22.9
8,32.5,29.0,17.0
9,39.1,37.4,20.5
10,31.1,58.1,10.0
11,30.4,71.9,6.3
12,29.8,85.6,3.3
13,29.6,94.1,1.3
14,29.4,97.4,0.6
15,29.4,98.5,0.3
