epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,28.0,21.0,14.8
2,37.4,18.7,25.8
3,44.2,18.0,31.3
4,32.1,23.3,16.1
5,28.4,25.3,13.5
6,37.1,25.8,19.3
7,30.7,28.0,16.4
8,35.4,41.1,15.5
9,37.9,55.5,11.9
10,34.4,69.0,7.6
11,34.3,80.7,4.4
12,34.5,90.1,2.4
13,33.9,95.8,0.9
14,34.3,97.7,0.5
15,34.3,98.6,0.3
