epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.7,15.9,36.0
2,30.7,15.9,36.0
3,30.8,15.9,36.0
4,70.0,9.4,62.5
5,87.6,5.7,83.5
6,86.1,9.8,79.3
7,86.7,16.1,71.7
8,85.8,24.4,60.0
9,84.4,34.9,46.7
10,80.8,49.5,28.0
11,78.9,63.8,16.2
12,72.2,78.8,5.2
13,75.8,86.7,4.3
14,74.3,92.5,2.5
15,74.3,94.6,1.7
16,74.6,96.6,1.1
17,76.0,97.8,0.7
18,77.4,98.0,0.8
19,75.7,98.2,0.7
20,77.5,98.7,0.6
