epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.7,16.1,36.4
2,30.7,16.1,36.4
3,30.7,16.1,36.4
4,30.7,16.1,36.4
5,31.0,16.1,36.4
6,69.6,9.6,63.2
7,86.6,6.1,82.8
8,86.3,10.7,78.2
9,86.5,17.4,69.3
10,85.8,24.7,61.2
11,83.8,38.0,43.5
12,82.3,53.8,27.2
13,79.5,71.3,13.9
14,77.4,85.0,5.6
15,79.4,86.1,6.9
16,78.0,92.8,3.2
17,79.4,95.0,2.1
18,80.5,94.9,2.5
19,80.8,98.4,0.7
20,81.2,96.3,1.6
21,80.6,97.0,1.7
22,81.4,97.6,1.4
23,82.0,98.2,1.0
