epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.6,16.1,36.1
2,30.6,16.1,36.1
3,30.6,16.0,36.2
4,30.8,16.0,36.1
5,37.9,15.4,35.2
6,45.8,16.3,36.2
7,83.4,6.9,79.0
8,86.2,9.6,79.3
9,82.5,16.4,70.5
10,83.5,25.9,56.7
11,78.6,39.4,36.8
12,74.6,55.4,21.2
13,70.2,71.7,10.3
14,68.3,81.8,5.3
15,64.9,91.8,1.9
16,65.3,95.0,1.4
17,69.0,95.3,1.9
18,67.7,97.7,1.0
19,67.8,97.2,1.1
20,68.9,98.0,0.8
