epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,18.8,19.2,4.1
2,19.7,19.7,5.0
3,20.1,23.6,5.6
4,18.6,24.4,3.5
5,17.9,25.0,2.0
6,17.0,24.9,1.2
7,18.3,28.5,2.1
8,19.6,34.5,2.8
9,19.6,45.0,2.3
10,18.7,59.1,1.2
11,18.8,70.8,0.9
12,19.1,79.9,1.0
13,19.5,86.9,1.0
14,20.0,91.6,0.8
15,20.0,95.0,0.5
16,19.6,97.2,0.4
17,20.9,98.5,0.3
18,20.3,99.3,0.1
19,20.6,99.7,0.1
20,20.5,99.9,0.0
