epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,34.3,19.2,23.0
2,56.7,14.6,46.9
3,61.8,13.3,54.2
4,64.8,15.5,55.2
5,62.6,21.8,46.8
6,61.7,31.9,36.0
7,50.4,47.8,19.0
8,47.3,62.4,11.4
9,42.0,77.4,5.5
10,41.9,89.5,2.3
11,38.8,95.5,0.9
12,39.5,98.3,0.5
13,38.8,99.1,0.3
14,38.8,99.5,0.2
