epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.3,16.0,35.9
2,30.4,16.0,35.9
3,84.3,4.8,80.7
4,93.0,2.5,91.8
5,93.6,3.2,91.8
6,93.6,4.9,89.9
7,93.4,7.4,87.0
8,92.9,9.9,83.6
9,92.3,13.1,79.0
10,91.1,17.6,73.6
11,90.6,22.5,68.9
12,89.0,30.2,59.4
13,87.1,40.6,47.5
14,86.9,49.0,39.9
15,84.7,60.9,27.4
16,82.8,72.2,16.2
17,82.8,79.0,12.1
18,81.8,86.5,6.2
19,82.2,91.8,3.7
