epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,30.7,15.6,36.4
2,89.4,4.3,86.7
3,91.2,6.1,86.3
4,91.7,11.1,80.7
5,91.5,16.3,73.4
6,90.9,22.3,65.7
7,91.2,33.6,52.5
8,89.9,57.4,25.7
9,88.2,79.4,7.8
10,89.3,90.3,4.0
11,88.7,97.7,0.9
12,89.0,99.3,0.3
13,89.1,99.8,0.1
