epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,32.1,16.1,34.8
2,35.0,19.3,22.9
3,55.3,13.9,45.0
4,59.3,13.0,50.5
5,77.7,10.5,68.5
6,68.2,14.6,61.8
7,68.9,25.0,45.9
8,56.6,41.2,22.0
9,41.9,60.6,6.0
10,37.0,72.2,3.1
11,34.9,84.2,1.6
12,32.2,93.0,0.6
13,31.5,96.8,0.3
14,30.7,98.3,0.1
