epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,12.3,,
2,30.7,,
3,30.7,,
4,30.7,,
5,30.7,,
6,30.7,,
7,30.7,,
8,30.7,,
9,30.7,,
10,30.7,,
11,30.7,,
12,60.2,,
13,85.0,,
14,85.0,,
15,84.3,,
16,86.1,,
17,85.5,,
18,85.1,,
19,84.9,,
20,85.5,,
21,85.7,,
22,85.1,,
23,83.3,,
24,85.1,,
25,85.4,,
26,85.3,,
27,85.0,,
