epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,41.7,14.6,33.1
2,42.0,14.3,32.4
3,91.8,3.1,90.2
4,93.3,3.7,90.9
5,93.5,5.4,89.4
6,93.2,8.1,85.6
7,93.1,11.1,81.9
8,93.0,14.5,76.8
9,92.8,18.7,71.0
10,91.8,26.8,59.5
11,90.5,41.6,40.1
12,88.2,61.2,18.8
13,86.4,77.6,6.8
14,85.5,86.5,3.1
15,85.9,93.4,1.7
16,87.1,96.6,1.2
17,86.1,98.4,0.5
18,86.7,99.2,0.3
19,86.4,99.6,0.2
20,86.5,99.9,0.1
