epoch,Test Acc,Memorization Acc,Self-Correction Acc
1,34.9,18.7,24.8
2,19.8,24.7,4.6
3,19.9,24.9,4.6
4,20.4,26.5,5.1
5,44.2,19.6,31.4
6,33.2,26.5,18.7
7,28.3,42.9,11.0
8,34.0,52.1,11.0
9,37.8,67.1,8.5
10,37.4,78.6,5.2
11,39.2,89.8,2.9
12,44.2,96.3,1.0
13,39.4,98.5,0.4
14,39.5,99.1,0.2
