model,scale_pct,noise_ratio_pct,epoch,checkpoint_name,checkpoint_kind,changed_positions,train_subset_utterances,acc_em,acc_sc,acc_gen,loss_em,loss_sc,loss_gen,ntokens_em,ntokens_sc,ntokens_gen,nsentences_em,nsentences_sc,nsentences_gen
hubert_base_ls960,10,50,12,checkpoint12.pt,epoch,85698,12027,95.554,1.685,57.128,0.271,8.018,2.597,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,13,checkpoint13.pt,epoch,85698,12027,98.411,0.61,57.276,0.129,9.587,2.942,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,14,checkpoint14.pt,epoch,85698,12027,99.524,0.216,58.073,0.059,10.904,3.175,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,15,checkpoint15.pt,epoch,85698,12027,99.814,0.092,58.715,0.031,11.675,3.302,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,16,checkpoint16.pt,epoch,85698,12027,99.89,0.062,58.217,0.021,12.249,3.476,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,17,checkpoint17.pt,epoch,85698,12027,99.916,0.043,58.813,0.016,12.545,3.498,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,18,checkpoint18.pt,epoch,85698,12027,99.938,0.037,58.708,0.012,12.835,3.587,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,19,checkpoint19.pt,epoch,85698,12027,99.961,0.025,58.9,0.01,13.034,3.617,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,20,checkpoint20.pt,epoch,85698,12027,99.96,0.028,59.044,0.009,13.198,3.651,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,21,checkpoint21.pt,epoch,85698,12027,99.966,0.022,59.165,0.008,13.319,3.676,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,22,checkpoint22.pt,epoch,85698,12027,99.971,0.02,59.452,0.008,13.378,3.683,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,23,checkpoint23.pt,epoch,85698,12027,99.964,0.026,59.234,0.007,13.525,3.732,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,24,checkpoint24.pt,epoch,85698,12027,99.973,0.02,59.187,0.007,13.61,3.754,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,25,checkpoint25.pt,epoch,85698,12027,99.975,0.019,59.213,0.006,13.664,3.767,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,26,checkpoint26.pt,epoch,85698,12027,99.984,0.013,59.114,0.006,13.733,3.789,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,27,checkpoint27.pt,epoch,85698,12027,99.977,0.02,59.21,0.006,13.747,3.789,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,28,checkpoint28.pt,epoch,85698,12027,99.985,0.013,59.245,0.006,13.766,3.794,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,50,29,checkpoint_last.pt,last,85698,12027,99.981,0.015,59.255,0.006,13.781,3.797,85698.0,85698.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,1,checkpoint1.pt,epoch,102716,12027,9.232,10.383,14.561,3.609,3.469,3.317,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,2,checkpoint2.pt,epoch,102716,12027,12.531,14.858,21.287,3.443,3.286,3.121,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,3,checkpoint3.pt,epoch,102716,12027,14.241,43.13,52.193,2.426,2.156,1.819,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,4,checkpoint4.pt,epoch,102716,12027,5.723,79.38,83.421,2.604,1.658,1.379,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,5,checkpoint5.pt,epoch,102716,12027,6.059,80.874,84.901,2.553,1.69,1.407,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,6,checkpoint6.pt,epoch,102716,12027,7.983,78.7,84.257,2.56,1.631,1.337,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,7,checkpoint7.pt,epoch,102716,12027,12.672,72.688,82.149,2.481,1.654,1.298,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,8,checkpoint8.pt,epoch,102716,12027,28.404,53.222,73.015,2.193,1.91,1.368,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,9,checkpoint9.pt,epoch,102716,12027,51.523,28.884,61.552,1.707,2.564,1.553,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,10,checkpoint10.pt,epoch,102716,12027,71.882,13.152,54.15,1.143,3.715,1.87,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,11,checkpoint11.pt,epoch,102716,12027,86.664,6.359,53.109,0.626,5.467,2.295,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,12,checkpoint12.pt,epoch,102716,12027,93.988,2.768,51.573,0.32,7.708,2.969,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,13,checkpoint13.pt,epoch,102716,12027,98.692,0.464,49.524,0.115,9.881,3.641,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,14,checkpoint14.pt,epoch,102716,12027,99.614,0.161,50.41,0.055,11.174,3.966,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,15,checkpoint15.pt,epoch,102716,12027,99.851,0.056,50.364,0.028,12.11,4.25,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,16,checkpoint16.pt,epoch,102716,12027,99.895,0.039,50.815,0.02,12.564,4.337,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,17,checkpoint17.pt,epoch,102716,12027,99.945,0.019,50.513,0.013,13.03,4.505,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,18,checkpoint18.pt,epoch,102716,12027,99.954,0.017,50.954,0.011,13.234,4.549,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,19,checkpoint19.pt,epoch,102716,12027,99.962,0.015,50.729,0.009,13.515,4.647,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,20,checkpoint20.pt,epoch,102716,12027,99.971,0.013,50.732,0.008,13.711,4.711,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,21,checkpoint21.pt,epoch,102716,12027,99.974,0.012,50.612,0.007,13.875,4.773,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,22,checkpoint22.pt,epoch,102716,12027,99.968,0.018,50.681,0.007,13.975,4.803,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,23,checkpoint23.pt,epoch,102716,12027,99.974,0.015,50.822,0.006,14.048,4.818,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,24,checkpoint24.pt,epoch,102716,12027,99.975,0.013,50.652,0.006,14.151,4.863,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,25,checkpoint25.pt,epoch,102716,12027,99.976,0.012,50.662,0.006,14.214,4.884,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,26,checkpoint26.pt,epoch,102716,12027,99.98,0.011,50.622,0.006,14.263,4.903,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,27,checkpoint27.pt,epoch,102716,12027,99.982,0.009,50.744,0.006,14.27,4.898,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,28,checkpoint28.pt,epoch,102716,12027,99.984,0.008,50.671,0.005,14.313,4.917,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,60,29,checkpoint_last.pt,last,102716,12027,99.984,0.008,50.716,0.005,14.32,4.916,102716.0,102716.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,1,checkpoint1.pt,epoch,119955,12027,9.215,10.42,14.489,3.608,3.468,3.319,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,2,checkpoint2.pt,epoch,119955,12027,12.62,14.554,20.899,3.438,3.29,3.128,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,3,checkpoint3.pt,epoch,119955,12027,23.349,7.061,22.287,2.333,2.378,2.012,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,4,checkpoint4.pt,epoch,119955,12027,10.421,60.191,67.586,2.404,2.079,1.738,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,5,checkpoint5.pt,epoch,119955,12027,7.715,73.259,79.204,2.431,1.973,1.64,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,6,checkpoint6.pt,epoch,119955,12027,10.363,68.571,76.277,2.39,2.029,1.681,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,7,checkpoint7.pt,epoch,119955,12027,14.453,64.37,75.352,2.37,1.943,1.569,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,8,checkpoint8.pt,epoch,119955,12027,28.411,44.647,63.558,2.212,2.054,1.576,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,9,checkpoint9.pt,epoch,119955,12027,47.8,26.701,53.733,1.826,2.473,1.695,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,10,checkpoint10.pt,epoch,119955,12027,66.627,12.593,44.987,1.311,3.507,2.122,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,11,checkpoint11.pt,epoch,119955,12027,83.114,5.956,44.187,0.77,4.992,2.607,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,12,checkpoint12.pt,epoch,119955,12027,93.192,1.843,41.166,0.356,7.533,3.57,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,13,checkpoint13.pt,epoch,119955,12027,97.276,0.841,42.421,0.171,9.476,4.272,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,14,checkpoint14.pt,epoch,119955,12027,99.102,0.207,40.15,0.07,11.87,5.351,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,15,checkpoint15.pt,epoch,119955,12027,99.707,0.097,42.716,0.035,12.704,5.507,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,16,checkpoint16.pt,epoch,119955,12027,99.908,0.031,41.435,0.016,13.808,6.015,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,17,checkpoint17.pt,epoch,119955,12027,99.94,0.018,41.93,0.011,14.237,6.172,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,18,checkpoint18.pt,epoch,119955,12027,99.953,0.018,41.862,0.009,14.616,6.342,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,19,checkpoint19.pt,epoch,119955,12027,99.962,0.016,41.725,0.007,14.922,6.472,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,20,checkpoint20.pt,epoch,119955,12027,99.958,0.02,41.933,0.006,15.112,6.544,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,21,checkpoint21.pt,epoch,119955,12027,99.968,0.013,41.856,0.005,15.248,6.612,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,22,checkpoint22.pt,epoch,119955,12027,99.967,0.017,42.141,0.005,15.315,6.623,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,23,checkpoint23.pt,epoch,119955,12027,99.969,0.017,42.014,0.005,15.444,6.701,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,24,checkpoint24.pt,epoch,119955,12027,99.966,0.017,41.986,0.004,15.518,6.728,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,25,checkpoint25.pt,epoch,119955,12027,99.966,0.018,41.896,0.004,15.595,6.771,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,26,checkpoint26.pt,epoch,119955,12027,99.97,0.014,41.861,0.004,15.631,6.789,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,27,checkpoint27.pt,epoch,119955,12027,99.971,0.015,41.919,0.004,15.67,6.806,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,28,checkpoint28.pt,epoch,119955,12027,99.976,0.012,41.931,0.004,15.687,6.812,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,70,29,checkpoint_last.pt,last,119955,12027,99.976,0.013,41.95,0.004,15.708,6.821,119955.0,119955.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,1,checkpoint1.pt,epoch,136753,12027,9.228,10.441,14.377,3.603,3.471,3.321,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,2,checkpoint2.pt,epoch,136753,12027,12.66,14.357,20.442,3.431,3.299,3.136,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,3,checkpoint3.pt,epoch,136753,12027,19.556,21.265,33.577,2.34,2.348,1.985,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,4,checkpoint4.pt,epoch,136753,12027,16.044,36.045,46.481,2.343,2.289,1.926,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,5,checkpoint5.pt,epoch,136753,12027,23.916,4.695,19.886,2.315,2.371,1.993,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,6,checkpoint6.pt,epoch,136753,12027,23.572,18.19,32.649,2.315,2.333,1.959,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,7,checkpoint7.pt,epoch,136753,12027,24.539,21.06,34.664,2.303,2.324,1.947,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,8,checkpoint8.pt,epoch,136753,12027,33.66,15.437,32.116,2.226,2.392,1.982,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,9,checkpoint9.pt,epoch,136753,12027,43.165,14.53,33.413,2.033,2.548,2.045,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,10,checkpoint10.pt,epoch,136753,12027,59.315,8.893,31.106,1.625,3.074,2.296,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,11,checkpoint11.pt,epoch,136753,12027,73.225,6.843,33.43,1.169,3.816,2.555,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,12,checkpoint12.pt,epoch,136753,12027,86.903,3.308,32.976,0.645,5.623,3.362,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,13,checkpoint13.pt,epoch,136753,12027,93.531,1.354,32.143,0.352,7.599,4.296,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,14,checkpoint14.pt,epoch,136753,12027,98.089,0.448,32.712,0.135,10.377,5.634,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,15,checkpoint15.pt,epoch,136753,12027,99.327,0.18,33.348,0.063,11.962,6.376,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,16,checkpoint16.pt,epoch,136753,12027,99.861,0.027,32.745,0.025,13.394,7.119,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,17,checkpoint17.pt,epoch,136753,12027,99.945,0.015,33.033,0.013,14.144,7.471,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,18,checkpoint18.pt,epoch,136753,12027,99.969,0.005,32.914,0.009,14.644,7.758,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,19,checkpoint19.pt,epoch,136753,12027,99.968,0.011,32.956,0.007,14.983,7.941,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,20,checkpoint20.pt,epoch,136753,12027,99.973,0.007,32.79,0.006,15.269,8.116,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,21,checkpoint21.pt,epoch,136753,12027,99.976,0.006,32.992,0.005,15.38,8.161,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,22,checkpoint22.pt,epoch,136753,12027,99.974,0.009,32.888,0.005,15.532,8.257,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,23,checkpoint23.pt,epoch,136753,12027,99.976,0.007,32.906,0.004,15.642,8.322,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,24,checkpoint24.pt,epoch,136753,12027,99.976,0.007,32.945,0.004,15.702,8.343,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,25,checkpoint25.pt,epoch,136753,12027,99.977,0.005,32.939,0.004,15.777,8.393,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,26,checkpoint26.pt,epoch,136753,12027,99.976,0.007,32.996,0.004,15.803,8.398,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,27,checkpoint27.pt,epoch,136753,12027,99.977,0.005,32.907,0.004,15.871,8.446,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,28,checkpoint28.pt,epoch,136753,12027,99.977,0.007,32.936,0.004,15.889,8.452,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,80,29,checkpoint_last.pt,last,136753,12027,99.978,0.004,32.961,0.004,15.908,8.462,136753.0,136753.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,1,checkpoint1.pt,epoch,153876,12027,9.207,10.351,14.272,3.605,3.474,3.324,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,2,checkpoint2.pt,epoch,153876,12027,12.739,14.018,19.992,3.43,3.31,3.146,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,3,checkpoint3.pt,epoch,153876,12027,23.056,8.567,23.913,2.325,2.476,2.088,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,4,checkpoint4.pt,epoch,153876,12027,26.102,1.103,17.16,2.254,2.684,2.261,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,5,checkpoint5.pt,epoch,153876,12027,27.228,2.312,18.149,2.22,2.866,2.41,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,6,checkpoint6.pt,epoch,153876,12027,30.912,1.566,17.66,2.174,3.027,2.54,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,7,checkpoint7.pt,epoch,153876,12027,37.741,2.626,19.024,2.077,3.271,2.723,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,8,checkpoint8.pt,epoch,153876,12027,48.328,2.94,20.134,1.879,3.625,2.955,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,9,checkpoint9.pt,epoch,153876,12027,62.37,2.439,20.753,1.521,4.24,3.336,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,10,checkpoint10.pt,epoch,153876,12027,76.272,2.501,22.899,1.066,5.19,3.833,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,11,checkpoint11.pt,epoch,153876,12027,88.202,1.14,22.661,0.603,7.315,5.127,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,12,checkpoint12.pt,epoch,153876,12027,94.85,0.644,23.87,0.297,9.39,6.207,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,13,checkpoint13.pt,epoch,153876,12027,97.95,0.348,25.363,0.147,10.979,6.989,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,14,checkpoint14.pt,epoch,153876,12027,99.507,0.081,25.061,0.056,12.981,8.143,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,15,checkpoint15.pt,epoch,153876,12027,99.873,0.019,24.643,0.024,14.3,8.946,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,16,checkpoint16.pt,epoch,153876,12027,99.928,0.01,24.374,0.014,15.072,9.433,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,17,checkpoint17.pt,epoch,153876,12027,99.954,0.006,24.678,0.01,15.467,9.626,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,18,checkpoint18.pt,epoch,153876,12027,99.958,0.006,24.827,0.008,15.692,9.76,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,19,checkpoint19.pt,epoch,153876,12027,99.969,0.003,24.742,0.007,15.962,9.939,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,20,checkpoint20.pt,epoch,153876,12027,99.968,0.005,24.838,0.006,16.137,10.037,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,21,checkpoint21.pt,epoch,153876,12027,99.971,0.005,24.714,0.005,16.334,10.179,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,22,checkpoint22.pt,epoch,153876,12027,99.973,0.004,24.723,0.005,16.412,10.227,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,23,checkpoint23.pt,epoch,153876,12027,99.977,0.003,24.734,0.004,16.514,10.291,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,24,checkpoint24.pt,epoch,153876,12027,99.974,0.004,24.696,0.004,16.599,10.352,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,25,checkpoint25.pt,epoch,153876,12027,99.975,0.004,24.689,0.004,16.636,10.37,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,26,checkpoint26.pt,epoch,153876,12027,99.979,0.002,24.671,0.004,16.705,10.425,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,27,checkpoint27.pt,epoch,153876,12027,99.981,0.003,24.721,0.004,16.71,10.417,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,28,checkpoint28.pt,epoch,153876,12027,99.983,0.001,24.679,0.004,16.76,10.459,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
hubert_base_ls960,10,90,29,checkpoint_last.pt,last,153876,12027,99.984,0.001,24.669,0.004,16.78,10.472,153876.0,153876.0,122495.0,12027.0,12027.0,7176.0
